row,exposure,target,prediction
2650306,1,892.469,840.081
2650382,1,255.579,979.359
2650519,1,1093.41,1190.24
2650539,1,1188.67,989.801
2650693,1,3416.78,1093.07
2650809,1,536.455,1089.26
2650892,1,1094.54,1291.57
2650903,1,544.987,1035.49
2651131,1,1192.19,1246.96
2651140,1,429.681,1481.43
2651211,1,885.597,873.581
2651354,1,3330.4,2480.07
2651513,1,1093.41,1086.77
2651624,1,867.779,872.951
2651687,1,342.403,987.086
2651791,1,1078.42,926.583
2651813,1,722.642,1211.31
2651846,1,1165.58,903.597
2651995,1,1034.24,1092.8
2651998,1,624.987,937.239
2652097,1,1034.24,1511.35
2652150,1,523.072,1006.33
2652236,1,719.738,963.94
2652276,1,1192.19,1052.39
2652500,1,339.878,879.419
2652511,1,1365.63,1310.15
2652597,1,262.751,1110.87
2652619,1,1034.24,968.777
2652669,1,1165.58,886.589
2652850,1,481.154,812.34
2652858,1,329.494,938.008
2652867,1,1429.6,1283.97
2653054,1,1119.25,1444.18
2653146,1,1742.35,1010.07
2653449,1,1470.37,961.799
2653538,1,1289.41,1158.05
2653708,1,1165.58,1126.63
2653820,1,1377.4,809.513
2653882,1,1165.58,1411.58
2653962,1,1482.27,931.567
2654115,1,904.148,834.251
2654243,2,4781.05,2361.17
2654471,2,2193.07,2405.11
2654487,1,1027.05,1154.61
2654503,1,647.173,1037.51
2654661,1,1051.35,887.521
2654835,1,884.418,1205.46
2655008,1,1165.58,988.086
2655248,1,1192.19,1037.67
2655551,1,921.47,1159.97
2655734,1,2014.44,1064.89
2655737,2,1562.42,2269.76
2655788,1,1093.41,1391.35
2655833,1,657.512,1231.99
2655853,1,1403.39,781.938
2656237,1,436.609,884.337
2656318,1,1078.42,814.124
2656423,1,1339.71,886.589
2656685,1,1192.19,1183.2
2656915,1,2053.58,899.775
2656945,1,3141.53,1568.71
2657253,1,1294.47,1382.54
2657326,1,1034.24,1009.71
2657329,1,1165.58,1076.07
2657344,1,429.464,1119.63
2657466,1,1093.41,1213.77
2657748,1,1034.24,1107.32
2657825,1,1461.64,875.477
2657900,1,1093.41,1596.36
2657935,1,1020.69,947.094
2658029,1,211.13,1052.11
2658048,1,661.64,1049.01
2658080,1,8791.68,1603.46
2658192,1,775.231,1342.75
2658820,1,1402.41,1490.98
2658867,1,1192.19,1284.94
2658923,1,1034.24,1096.02
2659060,1,1093.27,938.041
2659233,1,1032.53,933.522
2659243,1,488.59,1087.11
2659310,1,274.304,916.182
2659552,1,1165.58,1199.83
2659832,1,1165.58,1443.25
2659878,1,424.996,1404.25
2659970,2,2548.34,2656.69
2660132,1,206.99,985.162
2660175,1,1078.42,1374.54
2660232,1,107.635,1197.6
2660309,1,380.966,992.723
2660384,1,1101.06,969.856
2660631,1,707.057,1065.13
2660707,1,1238.45,894.692
2660845,1,1078.42,1197.6
2661021,1,933.899,1166.8
2661247,1,6500.8,1020.07
2661389,1,1165.58,1134.88
2661889,1,1192.19,1641.64
2662028,1,1165.58,880.622
2662032,1,205.934,934.194
2662144,1,1034.24,1222.23
2662177,1,969.646,986.554
2662661,1,571.209,1154.64
2662884,1,1078.42,987.409
2662947,1,1616.99,897.71
2663547,1,1093.41,895.013
2663695,1,392.236,882.043
2663701,1,206.435,1585.97
2663791,2,2068.48,2361.36
2663928,1,330.184,921.767
2663982,1,2012.59,1096.66
2664103,1,1093.41,923.698
2664270,1,469.651,1084.98
2664292,1,412.88,1137.94
2664370,1,220.349,958.909
2664642,1,1192.19,1053.13
2664655,1,2244.65,971.673
2664679,1,639.964,902.85
2664909,1,1604.37,1248.65
2665269,1,552.581,965.083
2665597,1,1462.81,871.934
2665880,1,1165.58,1199.83
2665914,1,1750.69,1068.77
2665981,2,1073.94,1836.22
2666150,1,990.912,992.79
2666192,1,209.836,952.853
2666273,1,935.596,1012.91
2666460,1,493.558,1245.88
2666480,1,524.358,1009.73
2666652,1,1038.88,1026.73
2666833,1,1110.01,1431.5
2667018,1,1192.19,1087.18
2667097,1,1771.26,1036.79
2667289,1,1192.19,1318.94
2667350,1,530.537,983.934
2668031,1,900.301,997.839
2668399,1,1078.42,1080.15
2668550,1,711.644,1108.59
2668752,1,1025.78,999.202
2668896,1,2845.32,1149.66
2668899,1,1768.47,1225.21
2669080,1,1386.84,873.888
2669602,1,2204.72,997.506
2669696,1,1692.46,1073.54
2669699,1,309.66,1151.84
2669759,1,1116.71,1107.02
2669856,1,1032.72,1182.43
2669896,1,327.562,910.392
2670226,1,1052.84,1001.63
2670352,2,1492.56,1798.57
2670427,1,1129.77,848.167
2670442,1,1078.42,968.663
2670489,1,1165.58,934.194
2670536,1,284.25,930.534
2670728,1,1095.95,1045.04
2670849,1,1326.32,1125.83
2670913,1,762.693,989.896
2670963,1,209.836,1169.32
2670965,1,220.891,1237.89
2671321,1,126.957,1211.92
2671817,1,626.669,1284.96
2671908,1,430.401,1027.76
2672102,1,3244.17,1374.54
2672109,1,626.187,988.205
2672274,1,1830.93,1367.34
2672448,1,634.94,926.243
2672501,1,1615.95,1271.97
2672533,1,872.519,1320.4
2672842,1,1165.58,1007.62
2672886,1,287.872,786.41
2672935,1,397.761,939.423
2673040,1,149.426,948.668
2673369,1,1078.42,956.038
2673590,1,808.099,1035.71
2673853,2,715.614,1975.43
2673917,1,516.1,1034.86
2673976,1,1192.19,927.555
2674024,1,1175.99,1153.74
2674167,1,551.974,1570.18
2674406,1,103.495,1123.05
2674600,1,724.166,998.697
2674648,1,892.933,1180.68
2674754,1,1078.42,905.76
2674842,2,1264.55,2862.63
2674924,2,516.087,1741.21
2674964,1,1032.17,973.449
2675058,1,565.736,924.369
2675065,1,794.773,874.014
2675152,1,561.725,972.476
2675164,1,1078.42,996.374
2675199,1,2057.99,1024.06
2675331,1,233.735,936.727
2675387,1,1093.41,951.083
2675826,2,1494.82,2158.67
2675879,2,1627.61,2312.87
2676058,1,1192.19,1210.1
2676114,1,1192.19,1175.31
2676206,1,1192.19,1599.72
2676286,2,1509.5,2069.57
2676536,1,730.467,856.299
2676663,1,1034.24,1078.38
2676670,1,210.628,1115.53
2676869,1,1656.94,1216.12
2676974,1,412.044,831.843
2676999,1,209.836,954.118
2677043,1,1129.6,1123.69
2677125,1,725.855,1020.53
2677532,1,1034.24,1262.29
2677544,1,1027.86,1136.86
2677554,1,1034.24,1157.8
2677809,1,39.2019,831.916
2677907,1,1572.52,1621.06
2678045,1,166.613,1172.42
2678258,1,1192.19,1230.2
2678309,1,1165.58,1404.25
2678439,1,1192.19,1262.23
2678571,1,1078.42,954.447
2679062,1,1070.14,1200.04
2679144,1,592.096,1072.3
2679283,1,1290.76,1349.6
2679586,1,587.158,1291.57
2679681,1,948.171,1040.6
2679735,1,3233.57,1213.77
2679968,1,398.456,940.435
2680334,1,3747.59,1004.48
2680620,1,825.739,973.235
2680639,1,334.022,1132.3
2680846,1,2230.82,1700.59
2681111,1,1709.42,1150.5
2681229,1,1153.96,1157.8
2681316,1,1192.19,1158.93
2681459,1,1034.24,1137.45
2681542,1,1078.42,1021.7
2681683,1,5109.08,999.636
2681760,1,1093.41,1745.06
2682310,1,2529.67,1444.18
2682491,1,943.235,928.764
2682911,1,1093.41,1544.95
2682912,2,2331.17,3203.21
2683102,1,1697.97,1189.59
2683110,1,553.392,999.131
2683394,1,425.241,828.59
2683429,1,938.27,1164.51
2684038,1,1100.15,1050.33
2684627,1,425.253,1188.71
2684639,1,1230.22,1203.63
2684942,1,1192.19,1139.61
2685075,1,1192.19,1067.87
2685163,1,753.076,1237.52
2685286,1,507.126,1080.15
2685375,1,159.435,1003.21
2685514,1,3184.82,1336.53
2685737,1,1120.59,1210.97
2685808,1,1165.58,1134.88
2685966,1,1078.42,1108.73
2686049,1,1218.98,838.067
2686106,1,886.97,1568.71
2686200,1,154.292,1086.77
2686350,1,1192.19,1148.06
2686809,1,1083.58,905.198
2686960,1,1293.86,1568.71
2686963,1,1093.41,928.317
2687303,1,833.174,900.544
2687463,1,1164.39,1053.18
2687650,1,886.602,1051.97
2687874,1,1848.42,1112.76
2688114,1,1192.19,1089.71
2688358,1,1277.3,1036.54
2688414,1,1081.68,1405.9
2688535,1,216.762,1158.93
2688717,1,289.016,991.895
2688779,1,174.7,1050.33
2688914,1,1078.42,1309.11
2688919,1,1273.48,1001.82
2689220,1,469.529,979.984
2689407,1,716.134,1149.25
2689635,1,918.634,1145.78
2690626,1,421.412,1066.66
2690957,2,1423.53,2187.37
2691059,1,220.349,973.924
2691088,1,1093.41,1283.23
2691426,1,517.831,1156.43
2691519,1,136.946,1089.9
2691627,1,1293.3,905.807
2691705,1,211.13,1131.87
2692073,1,431.843,869.713
2692467,1,670.362,958.216
2692515,1,1034.24,1202.57
2692533,1,459.078,1053.32
2692625,1,1247.14,1018.26
2692755,1,424.816,1208.75
2692843,1,737.925,1392.2
2693054,1,706.688,832.168
2693470,1,209.836,1934.8
2693585,1,386.126,1028.51
2694093,1,817.503,1183.94
2694149,1,1606.8,1262.53
2694216,1,309.247,938.451
2694295,1,859.445,1497.94
2694303,1,382.936,880.163
2694523,1,687.43,1227.88
2694597,1,206.435,1230.62
2694672,1,617.291,914.786
2694692,1,329.484,1097.93
2694789,1,4763.18,1249.47
2694890,1,1034.24,1179.79
2695005,1,1093.41,1213.77
2695372,1,2714.83,1150.5
2695585,1,1078.42,899.021
2695603,1,271.832,1036.54
2695630,1,626.601,1145.78
2695700,1,1134.12,1191.64
2695985,1,1093.41,1064.51
2696520,1,555.753,1180.68
2696683,1,517.274,1007.02
2696724,1,982.304,989.381
2696750,1,10296.7,1914.18
2696825,1,1238.61,966.547
2696851,1,1138.31,891.531
2696872,1,1034.24,961.733
2696904,1,752.469,958.973
2697004,1,840.961,875.873
2697025,1,209.836,904.826
2697221,1,1778.21,892.794
2697280,1,3135.62,1355.12
2697571,1,1652.68,1212.85
2697642,2,1466.8,2573.88
2697681,1,870.801,1009.81
2697768,1,1078.42,1205.46
2697794,1,1192.19,1009.02
2697958,1,1833.85,1123.69
2698156,1,1032.17,803.527
2698515,1,1416.91,872.951
2698600,2,1951.82,2291.56
2698651,1,1010.14,1071.38
2698764,1,1790.91,886.468
2698903,1,437.785,915.95
2699012,1,666.509,976.632
2699284,1,938.786,1284.94
2699297,1,294.964,856.859
2699321,1,351.827,891.434
2699343,1,1093.41,1094.73
2699372,1,494.81,891.632
2699652,1,539.015,852.018
2699763,1,272.494,1009.71
2699772,1,1210.32,1057.15
2699913,1,1887.89,966.163
2700070,1,1165.58,1074.29
2700176,1,517.476,915.416
2700308,1,1078.42,1080.15
2700640,1,5256.25,1257.33
2700660,1,334.268,1339.29
2700746,1,574.751,934.194
2700811,1,397.97,1036.21
2700819,1,1424.35,1245.96
2700939,1,452.588,865.954
2700959,1,220.349,1156.43
2701132,1,1471.7,1131.95
2701150,1,1343.44,1189.43
2701157,1,315.66,1170.93
2701254,1,307.949,1072.9
2701276,1,1604.18,1080.15
2701277,2,781.744,2189.47
2701366,1,1192.19,1126.93
2701453,1,2692.94,1032.99
2701650,1,147.46,1288.56
2701977,1,1231.39,1032.45
2701978,1,452.785,1054.32
2702091,1,380.174,1000.19
2702248,1,220.123,1393.1
2702249,1,1807.39,1444.18
2702297,1,1034.24,1085.73
2702420,1,8445.86,972.483
2702530,1,1192.19,1102.39
2702548,1,220.349,1064.24
2702659,1,1093.41,1177.88
2702929,2,1833.4,1913.16
2703187,1,211.601,1098.53
2703224,1,318.015,1079.14
2703332,1,1165.58,1302.55
2703520,1,1189.27,955.823
2703700,1,1093.41,1511.11
2703730,2,1813.58,1978.21
2703798,1,1192.19,1246.96
2703828,1,514.506,806.549
2703836,1,567.344,1208.75
2704004,1,212.633,1374.73
2704023,1,1016.26,1254.09
2704104,1,1225.45,1096.61
2704138,1,209.836,1511.11
2704639,1,1611.64,1211.92
2704701,1,817.166,1103.55
2704735,1,626.487,1162.19
2704743,1,1115.75,1079.94
2704755,1,778.64,1110.18
2704863,1,1093.41,1086.77
2704925,1,1093.41,1248.37
2704967,1,1037.54,984.784
2705018,1,1192.19,922.217
2705034,1,1165.58,1285.19
2705056,1,829.824,985.821
2705300,1,1049.18,927.776
2705394,1,1192.19,1294.89
2705531,1,673.403,1134.88
2705652,1,904.718,916.098
2705860,1,660.302,1303.65
2705895,1,979.205,1292.25
2705985,1,1354.66,923.779
2706014,1,211.13,953.474
2706053,1,531.113,1221.08
2706198,1,1034.24,913.864
2706226,1,10321.7,955.73
2706270,1,386.167,921.278
2706556,1,1093.41,1048.09
2706733,1,931.17,1129.83
2707393,1,1628.79,895.013
2707404,1,2821.78,1123.88
2707815,1,1093.41,1167.51
2707821,1,291.963,950.02
2708076,1,2054.7,1215.64
2708084,1,2872.69,1136.06
2708148,1,333.077,987.656
2708436,1,220.349,964.767
2708456,1,324.907,1047.89
2708779,2,3247.25,1650.23
2708826,1,962.164,971.312
2708886,1,829.435,1027.8
2708995,1,1527.14,975.949
2709047,1,485.836,957.886
2709230,1,199.55,1048.09
2709577,1,604.755,1108.39
2709681,1,1552.43,1230.45
2709733,1,324.171,1234.32
2710153,1,5398.91,1071.38
2710156,1,1454.89,1149.52
2710304,1,1033.79,966.014
2710352,1,639.538,940.265
2710421,1,1165.58,1179.95
2710465,2,3121.74,2635.3
2710487,1,591.239,1688.33
2710647,1,206.435,911.413
2710725,1,1708.99,1457.11
2711070,1,2289.93,1336.53
2711101,1,1255.24,1066.39
2711202,1,378.631,1237.52
2711275,1,1248.96,1037.67
2711293,1,907.521,1076.83
2711565,1,1165.58,939.902
2711876,1,1078.42,968.908
2712012,1,205.624,860.238
2712333,2,2938.71,3285.89
2712430,1,454.156,1036.66
2712500,1,220.349,1075.22
2712652,1,1044.59,1403.79
2712656,1,220.349,1205.74
2712657,1,1192.19,1231.29
2712776,1,1212.41,991.895
2712913,1,593.847,1046.94
2713059,1,1078.42,1230.73
2713153,1,890.059,1164.53
2713252,1,1052.27,1170.52
2713297,1,552.729,1009.14
2713309,1,95.023,1116.82
2713357,1,678.981,1244.47
2713475,1,209.836,902.37
2713931,1,278.783,1157.07
2713943,1,1034.24,952.665
2714079,1,1447.47,1134.88
2714256,1,1434.14,1035.49
2714277,1,1204.8,846.031
2714372,2,2843.71,2498.93
2714426,1,1093.41,1627.26
2714428,1,7364.34,1722.68
2714524,1,552.664,1621.06
2714530,1,1078.42,1208.3
2714754,1,1192.19,1065.13
2714778,1,1034.24,1136.34
2714794,1,928.956,1054.05
2714950,1,786.893,1344.54
2714978,1,991.58,1123.69
2715157,1,3279.15,1025.96
2715379,1,1182.31,1255.03
2715420,1,859.786,814.124
2715696,1,197.764,872.951
2715978,1,3772.56,911.672
2716205,1,1192.19,947.497
2716212,1,250.839,801.353
2716267,1,606.934,999.636
2716319,1,1603.61,1107.23
2716339,1,471.938,995.809
2716565,1,4099.9,1020.87
2716613,1,1078.42,1050.62
2716627,1,592.55,856.382
2716691,1,1680.75,1064.89
2716775,1,1329.99,1274.21
2717271,1,747.941,1045.86
2717284,1,739.038,861.698
2717301,1,1164.39,952.853
2717316,1,116.233,1320.09
2717349,1,866.945,1117.11
2717370,1,668.597,1245.88
2717605,1,1093.41,1419.9
2717695,1,1165.58,1703.19
2717770,1,1009.48,1076.56
2718158,1,2036.65,1158.55
2718238,1,218.065,1065.71
2718292,1,732.843,950.889
2718554,1,637.625,964.512
2718585,1,2897.12,1093.07
2718741,1,1165.58,1277.15
2719455,1,1208.83,971.312
2719487,1,690.908,1258.68
2719495,1,1093.41,1280.65
2719569,1,1165.58,903.079
2719871,1,644.664,841.409
2719951,1,736.141,1229.28
2720063,1,284.612,1117.06
2720065,2,614.208,2347.33
2720460,1,1027.74,1007.26
2720889,1,1165.58,953.817
2721101,1,1165.58,1164.9
2721164,1,1034.24,927.665
2721430,1,1732.9,917.423
2721482,2,1338.46,1984.26
2721544,1,1034.24,1236.69
2721607,1,1165.58,1161.84
2721620,1,1165.58,1192.33
2721894,1,1192.19,955.286
2721972,2,618.608,2317.86
2722018,1,1322.09,1183.22
2722026,1,1165.58,1126.63
2722086,1,1409.87,881.94
2722200,1,1093.41,909.69
2722311,1,842.451,855.733
2722389,1,345.942,966.652
2722397,1,1034.24,1118.42
2722408,1,1348.22,1057.15
2722475,1,957.273,847.415
2722501,1,963.882,892.773
2722504,1,1679.05,957.886
2722616,1,420.874,927.054
2722638,1,356.265,1036.54
2722774,1,183.961,958.809
2722899,1,1093.41,904.099
2723181,1,257.153,1093.91
2723229,1,826.927,1008.51
2723327,1,1665.41,997.53
2723384,1,1087.92,1201.02
2723419,1,251.857,835.405
2723539,1,1539.57,1403.4
2723615,1,535.016,1008.77
2723823,1,347.842,1107.68
2723831,1,530.331,1159.02
2724307,1,687.142,1294.93
2724317,1,258.05,937.623
2724451,1,1598.5,1114.07
2724652,1,1434.94,1080.15
2724717,1,1400.7,1008.59
2724736,1,110.834,1063.06
2724974,1,1098.93,981.885
2725038,2,722.54,2301.71
2725103,1,4027.95,1064.89
2725117,1,269.087,897.521
2725266,1,2274.84,861.698
2725352,1,1093.41,1094.73
2725405,1,436.609,978.702
2725579,1,422.281,1004.25
2725643,1,210.052,1208.94
2725777,1,1034.24,1145.78
2725828,1,351.884,886.164
2725881,2,3000.04,2130.25
2726141,1,1034.24,1222.23
2726155,1,572.496,1353.85
2726222,1,1234.01,954.427
2726228,1,1192.19,953.352
2726297,1,430.83,924.47
2726540,1,133.509,915.929
2726601,1,410.876,958.219
2726633,1,154.292,1014.07
2726734,1,576.614,1284.3
2726789,1,960.763,1057.86
2726799,1,1325.31,943.166
2726927,1,10322,1739.29
2727032,1,1291.75,980.391
2727193,1,701.878,952.665
2727297,1,1270.92,1139.89
2727481,1,1001.83,843.647
2727691,1,162.051,1093.07
2727874,1,1248.96,1189.59
2727945,1,1836,1021.45
2728014,1,1625.71,1068.2
2728105,1,710.399,1202.56
2728287,1,217.489,1005.14
2728377,1,966.297,867.287
2728489,1,218.826,938.576
2728523,1,206.435,868.313
2728620,1,211.13,865.987
2728824,1,1165.58,935.287
2728826,1,874.534,968.273
2729769,1,258.043,1025.9
2729817,1,1248.96,1057.8
2730065,1,679.17,1093.07
2730298,1,1192.19,983.839
2730447,1,1078.42,1250.47
2730478,1,530.96,996.559
2730783,1,538.402,1247.31
2731053,1,1192.19,880.609
2731111,1,778.584,1103.55
2731194,1,909.472,1118.41
2731384,1,912.441,1118.86
2731405,1,2552.75,1353.85
2731519,1,1224.28,1045.98
2731522,1,991.944,916.733
2731868,2,1810.16,2375.1
2731884,1,297.379,988.086
2732273,1,1078.42,1141.96
2732274,1,1093.41,1157.38
2732430,1,1127.19,969.911
2732519,1,774.191,959.331
2732546,1,1165.58,949.529
2732829,1,134.689,1148.52
2732857,1,360.014,862.859
2733135,1,1382.45,876.268
2733369,1,1034.24,1000.62
2733570,1,180.63,1012.53
2733895,1,1165.58,1016.14
2733982,1,495.271,1067.24
2734177,1,896.841,962.603
2734179,1,309.652,1035.49
2734196,1,1056.12,840.193
2734417,2,4023.07,2491.75
2734482,1,1192.19,1442.83
2734497,1,102.967,1007.88
2734553,1,1079.24,793.883
2734814,1,363.334,1197.69
2734820,1,1034.24,1469.92
2734921,1,1909.43,978.914
2734926,1,729.285,999.874
2735161,1,1165.58,981.945
2735259,1,1093.41,1125.02
2735339,2,2331.17,2986.33
2735345,1,2018.1,1469.92
2735560,1,1192.19,1150.5
2736065,1,1023.26,1094.73
2736732,1,1093.41,1056.46
2736997,1,582.646,969.567
2737124,1,550.305,900.767
2737805,1,417.009,1015.28
2737808,1,1093.41,1180.58
2738414,1,344.453,848.624
2738551,1,1798.15,1027.39
2738767,1,877.401,941.408
2738821,1,1462.13,982.905
2738865,1,371.592,1189.59
2738869,1,210.563,1222.23
2739397,1,155.243,1131.95
2739530,1,4043.3,1202.38
2739619,1,3494.9,1353.85
2739760,1,1215.56,953.133
2739790,1,1093.41,1221.73
2739875,1,1583.63,884.114
2740537,1,413.923,1235.47
2740548,1,1248.15,1136.09
2740713,1,3219.55,1064.51
2740783,1,1347.44,1311.4
2740801,1,433.225,1048.42
2740943,1,524.006,1138.7
2740993,1,845.358,1115.96
2741030,1,1787.03,1226.96
2741233,1,1025.76,1259.74
2741306,1,794.15,1197.6
2741466,1,588.339,1024.21
2741557,1,1034.24,1131.81
2741806,1,1183.98,1013.28
2741877,1,765.96,1016.14
2742058,1,1192.19,1603.46
2742495,2,2665.88,2391.55
2742819,1,622.803,882.997
2743539,1,1174.64,1050.33
2743561,2,2186.83,2611.92
2743625,1,941.898,940.099
2743812,1,1144.7,1172.13
2744110,1,1190.39,1280.65
2744167,1,154.83,1221.75
2744505,1,514.371,912.055
2744578,1,786.196,795.157
2744726,1,230.181,1434.01
2744779,1,451.741,1248.25
2744794,1,543.501,1125.83
2744797,1,1014.04,1199.83
2744798,1,1192.19,1225.25
2744807,1,287.984,850.633
2744886,1,1298.51,1002.71
2744898,2,2384.38,2020.14
2745119,1,215.73,1190.26
2745189,1,1192.19,882.97
2745280,1,1078.42,1034.97
2745374,2,2912.05,1919.58
2745455,1,1034.24,1180.68
2745559,1,102.967,999.69
2745571,1,412.869,880.466
2745679,1,438.846,1030.39
2745730,1,1924.42,1710.16
2745953,1,1476.72,907.672
2745957,1,551.676,1018.9
2746071,1,1093.41,972.771
2746098,1,887.669,878.816
2746431,1,384.406,1093.32
2746495,1,841.221,891.169
2746690,1,416.575,1239.29
2746708,1,1035.49,1098.19
2746888,1,609.338,1027.03
2747020,1,932.119,1025.88
2747702,1,1189.27,1327.61
2747709,1,374.393,855.227
2748178,1,399.625,940.982
2748238,1,278.694,1088.47
2748273,1,1093.41,919.927
2748514,1,1075.41,1471.97
2748640,1,205.722,972.525
2748676,1,211.601,1084.98
2748809,1,231.675,1008.77
2748814,1,1605.12,1233.89
2748947,1,1078.42,968.85
2748963,1,304.638,951.887
2749107,1,1189.27,911.582
2749320,1,1078.42,1544.57
2749524,1,1078.42,1374.54
2749612,1,152.766,1098.25
2749794,2,2384.38,2794.09
2749841,2,3468.91,2361.88
2750053,1,668.528,879.038
2750734,1,890.483,866.796
2750810,1,1832.7,902.645
2750955,1,434.67,1078.38
2750979,1,1465.27,1126.93
2751181,1,210.052,1103.55
2751225,1,3494.97,993.091
2751389,1,992.943,1011.62
2751538,1,1714.78,1124.35
2751634,1,197.935,1229.28
2751708,1,1034.24,816.08
2751819,1,1151.32,1335.86
2751841,1,1553.48,935.525
2751959,1,485.504,880.302
2752068,1,211.13,857.909
2752089,1,589.353,932.141
2752160,1,1078.42,1575.1
2752162,1,1048.22,1654.91
2752302,1,3457.27,1164.9
2752324,2,527.403,1874.77
2752432,1,398.482,1059.47
2752645,1,1192.19,1091.33
2752734,1,1165.58,1031.28
2752980,1,1165.58,1930.68
2753345,1,714.761,1121.03
2753423,1,1859.22,1317.65
2753427,1,839.594,1394.69
2753748,1,2632.55,1703.19
2753867,1,3065.43,1089.11
2753909,1,1192.19,976.097
2753936,1,1034.24,1245.74
2754055,2,2186.83,2173.55
2754061,1,731.693,1300
2754256,2,819.847,1904.23
2754451,1,2519.81,1080.15
2754491,1,1655.04,1368.06
2754521,2,1972.02,2001.04
2754548,1,1772.04,1502.39
2754682,1,1213.84,1115.31
2754909,1,1093.41,886.362
2754919,1,395.938,1114.33
2754938,1,280.349,911.752
2755009,1,391.388,1072.3
2755013,1,278.687,874.825
2755090,1,1165.58,1001.78
2755382,1,1034.24,1090.19
2755417,1,3644.06,1296.98
2755511,1,206.99,1052.11
2755989,1,2467.91,1161.37
2756071,1,490.014,1042.22
2756268,1,1093.41,1094.73
2756334,1,206.435,1107.19
2756650,1,411.444,1123.69
2756890,1,3162.14,1164.9
2756908,1,1078.42,909.608
2757017,1,1034.24,915.018
2757062,1,524.612,877.457
2757363,1,1447.36,1098.33
2757603,1,1034.24,924.001
2757608,1,1034.24,1222.23
2757825,1,602.289,1167.2
2757926,1,75.041,1433.96
2758038,1,379.943,953.477
2758140,1,1093.41,1064.8
2758150,1,1459.1,1637.04
2758174,1,646.807,1044.93
2758202,1,339.464,986.554
2758255,1,258.05,905.652
2758295,1,867.12,1213.21
2758415,1,1189.27,1134.88
2758486,1,949.599,857.282
2758529,1,637.158,806.549
2758691,1,1986.16,1128.35
2758790,1,5375.83,982.988
2758803,1,2850.71,1070.36
2758852,1,104.676,1058.56
2758877,1,800.544,976.361
2758893,1,1165.58,1015.27
2759070,1,220.349,973.924
2759281,1,1619.13,933.958
2759403,1,224.74,995.419
2759608,1,274.283,1044.9
2759669,1,764.622,1075.37
2759698,1,955.656,962.337
2759699,1,359.588,982.73
2760195,1,315.66,886.164
2760332,1,1034.24,1731.04
2760341,1,1093.41,899.339
2760361,1,1476.13,962.36
2761110,1,361.261,1009.08
2761351,1,361.198,1317.52
2761374,2,2145.51,2112.5
2761479,1,215.369,849.639
2761615,1,1220.05,1162.19
2761910,1,1192.19,1052.14
2761917,1,1111.91,1368.06
2762029,1,1449.46,1180.68
2762231,1,190.952,831.916
2762396,1,672.711,1010.83
2762402,1,712.199,946.8
2762416,1,538.992,881.506
2762467,1,609.085,935.181
2762618,1,794.546,1037.67
2762657,1,1751.98,961.739
2762723,1,994.628,1164.51
2762876,1,1046.48,1085.12
2762929,3,3962.87,3794.57
2763060,1,170.309,1093.07
2763202,1,4271.93,1261.07
2763264,1,1165.58,903.681
2763294,1,209.836,867.287
2763397,1,1627.26,877.921
2763519,1,1432.96,1180.94
2763720,1,557.374,835.062
2763832,1,450.804,940.209
2764299,1,1738.64,951.48
2764329,1,688.973,1045.64
2764371,1,1093.41,1256.48
2764457,1,1388.62,1138.21
2764759,1,666.988,1117.56
2764798,1,368.878,1205.8
2764908,1,576.862,1134.02
2764970,1,899.023,1652
2765000,1,1093.41,824.772
2765019,1,209.836,1223.17
2765076,1,1562.32,981.563
2765112,1,1041.98,1107.23
2765308,1,1577.11,1336.53
2765352,1,120.054,1174.39
2765393,1,1093.41,1188.08
2765666,1,1093.41,839.121
2766070,1,329.155,1181.75
2766160,1,1093.41,1168.18
2766284,1,2322.45,1284.94
2766354,1,344.461,1221.73
2766428,1,1034.24,1211.92
2766464,1,884.485,961.593
2766636,1,1192.19,1128.21
2766653,1,1078.42,931.685
2766746,1,1093.41,1093.91
2766916,1,854.316,937.254
2767023,1,583.713,950.535
2767307,1,1469.57,1775.75
2767352,1,1205.77,1115.91
2767407,1,1192.19,1094.36
2767502,1,1042.52,1065.13
2767513,1,1093.41,1138.71
2767562,1,1165.58,1266.54
2767575,1,724.586,1211.92
2767728,1,1192.19,812.007
2767990,1,1192.19,1098.19
2768182,1,1655.92,1288.56
2768315,2,5591.37,2637.02
2768477,1,335.651,912.664
2768510,1,675.089,951.887
2768652,1,220.349,974.574
2768841,1,1078.42,1089.5
2769015,1,300.374,793.141
2769051,1,1165.58,1103.55
2769250,1,403.352,864.844
2769377,1,628.593,1060.08
2769426,1,1209.98,1157.38
2769830,1,1232,1363.57
2769946,1,221.48,931.685
2770037,1,1163.51,1110.55
2770077,1,1078.42,940.435
2770121,1,830.088,1756.22
2770123,1,1222.13,1859.2
2770290,1,1034.24,989.856
2770667,1,1034.24,1145.78
2770695,1,566.297,1312.35
2770747,1,1078.42,1082.81
2770940,1,1988.37,1103.34
2770991,1,1456.07,1229.28
2771047,1,180.63,1205.02
2771171,1,787.598,1335.73
2771197,1,1165.58,1404.25
2771363,1,914.835,998.611
2771412,1,1192.19,1137.77
2771727,1,325.153,1264.81
2771786,1,1165.58,1374.33
2771932,1,1328.83,1434.01
2772466,1,3303.14,1381.2
2772676,1,928.146,1006.13
2772751,1,421.225,1079.33
2772952,1,1192.19,1173.6
2773100,1,1093.41,881.988
2773151,1,1189.27,984.249
2773201,1,690.537,989.107
2773238,1,1078.42,1050.33
