row,exposure,target,prediction
853303,1,238.708,988.086
854037,1,746.925,1004.81
854179,1,1093.41,978.113
854559,1,1702.35,1086.77
854607,1,1051.46,1174.99
854767,1,1034.24,1002.33
854775,1,1165.58,1032.3
854900,1,1192.19,1087.44
855037,1,1034.24,1062.34
855051,1,908.439,886.164
855120,1,436.131,1039.81
855155,1,818.658,831.385
855293,1,210.569,1158.93
855832,1,220.885,1148.08
855867,1,559.195,884.528
855940,1,2628.1,1064.51
856454,1,1287.85,1223.69
856883,1,6982.2,1009.02
857172,1,415.78,1016.14
857261,1,586.997,1093.07
857354,1,430.737,1265.65
857412,1,1221.88,1035.24
857770,1,1651.78,1155.05
857981,1,531.335,1110.51
858062,1,538.56,1419.9
858111,1,1192.19,934.605
858217,1,709.72,1050.52
858558,1,267.333,953.477
858604,1,624.801,1029.66
858801,1,1165.58,927.333
858819,1,426.526,905.652
859020,1,2223.22,1258.28
859107,1,460.406,966.347
859113,1,923.901,991.113
859273,1,658.31,1246.54
859302,1,636.874,894.529
859611,1,1367.06,1067.49
859613,1,1018.78,1130.09
859761,1,428.056,946.576
859848,1,4173.11,1432.46
859859,2,1360.72,1939.82
860125,1,457.521,1004.81
860131,1,2306.58,1422.06
860227,1,1078.42,1106.81
860594,1,512.003,856.41
860716,1,639.012,1309.55
860804,1,76.1171,1123.69
860910,2,1240.67,1962.63
861115,1,1712.59,1192.41
861188,1,1165.58,1171.84
861486,1,1426.44,1002.1
861591,1,1338.12,1358.02
861805,1,1549,1203.78
861825,1,1165.58,1126.63
861912,1,754.601,924.133
861958,1,309.66,957.667
862336,2,5608.15,2765.08
862340,1,1230.02,1009.08
862669,1,2225.68,1419.9
862907,1,389.728,848.088
863035,1,1643.32,1258.28
863362,1,976.395,1081.15
863566,1,308.901,1170.52
864012,1,1192.19,1101.94
864038,1,1078.42,916.73
864208,1,338.947,997.47
864213,1,1397.26,1199.83
864288,1,210.701,1119.09
864355,1,803.113,802.699
864361,1,69.6005,1153.74
864363,1,220.349,1212.2
864508,2,1375.64,2832.39
864631,1,808.729,1090.84
864871,1,925.578,1400.98
865175,1,722.92,1036.54
865327,1,1093.41,862.859
865697,1,805.952,1005.56
865746,1,1722.3,1129.11
865780,1,713.775,1533.01
865851,1,340.499,1344.76
866032,1,945.648,992.542
866154,1,693.639,1109.55
866184,2,3390.2,2025.83
866226,1,313.726,946.839
866265,1,595.565,1065.46
866353,1,206.435,984.507
866522,1,112.038,958.267
866576,1,313.726,894.775
866606,1,3628.49,1104.52
866607,1,1123,1127.93
866613,1,1506.01,900.6
866739,1,1165.58,1486.04
866805,1,1165.58,1443.25
867108,1,1523.72,1134.88
867168,2,2384.38,2020.14
867215,1,1078.42,1108.73
867218,1,1192.19,1189.59
867297,1,3666.18,1383.06
867356,1,1034.24,914.786
867414,1,428.352,1103.01
867468,1,532.244,1401.36
867517,1,2595.32,1296.2
867563,1,1165.58,1268.02
867615,1,1165.58,1302.55
867616,2,2384.38,2660.31
867750,1,1513.84,882.268
868030,1,1192.19,1260.04
868232,1,289.739,1026.5
868328,1,331.543,953.991
868443,1,1314.5,978.702
868484,1,886.974,1374.54
868489,1,738.023,973.872
868580,1,1165.58,904.596
868842,1,435.577,1270.36
868871,2,1376.6,2366.41
869024,1,1071.76,1221.73
869288,1,1258.29,922.978
869498,1,1165.58,1444.18
869689,1,1144.45,1057.15
869872,1,833.599,1144.87
869956,1,4290.22,1392.2
870197,1,1165.58,1016.14
870321,1,3305.24,1164.65
870954,1,1165.58,1043.02
871032,1,1398.59,1316.86
871411,1,837.276,838.067
871701,1,1034.24,934.138
871732,1,1034.95,1316.3
871733,1,313.726,1334.07
871778,1,817.272,1106.78
871901,1,308.489,887.389
872019,1,220.891,1150.5
872386,1,1034.24,1097.59
872823,1,1029.67,1173.66
872924,1,994.378,1047.66
872936,1,1078.42,1064.32
872938,1,345.042,1118.25
873040,1,1034.1,1127.23
873379,1,854.076,1048.54
873686,1,1093.41,953.133
873807,2,1676.29,3314.48
874014,1,1093.41,1008.12
874111,2,1488.11,1939.19
874216,1,209.836,979.359
874229,1,1192.19,1181.59
874271,1,723.907,1174.39
874411,1,1051.83,755.321
874520,1,906.003,1128.48
874867,1,273.567,944.685
874903,1,1716.93,1211.93
875067,1,4995.77,1016.14
875102,1,1504.8,904.205
875165,1,295.109,922.19
875322,1,206.435,1245.74
875467,1,943.918,1302.55
875697,1,698.552,1157.34
875751,1,2677.46,1191.93
875794,1,1908.66,1044.62
875820,1,1165.58,862.715
875847,2,3793.53,2847.41
876123,1,1093.41,1028.09
876393,1,1093.41,1004.57
876493,1,1093.41,1006.13
876531,1,1018.32,1008.6
876595,1,864.537,993.844
876636,1,293.154,853.837
876735,1,2085.86,1596.36
876926,1,1192.19,1150.5
877119,1,1034.24,1688.33
877299,1,305.531,1076.13
877365,1,313.726,878.948
877486,1,412.88,1047.84
877566,1,450.995,1043.02
877653,1,1189.27,1041.41
877956,1,315.66,965.083
878276,1,1192.19,1189.59
878323,1,1248.96,1293.37
878506,1,48.1418,1025.22
878530,1,1135.39,1137.45
878567,1,672.977,826.192
878609,1,435.55,1064.87
878641,1,1255.66,1369.53
878642,1,1020.07,1388.02
879059,1,1841.06,1101.27
879073,1,258.043,940.007
879124,1,289.786,1373.65
879556,2,2384.38,2399.78
879568,1,1192.19,1473.84
879812,1,644.221,938.667
880234,1,184.481,960.228
880536,1,567.695,1026.47
880547,1,1034.24,1056.25
880724,1,315.66,860.238
880755,1,697.557,1080.15
880785,1,1192.19,1037.67
880786,1,1078.42,953.474
880787,1,308.583,966.347
880872,1,1002.89,894.179
881310,1,388.107,1536.87
881485,1,331.185,1072.63
881697,1,1078.42,967.137
881769,1,1567.73,1003.21
882031,1,1333.98,1050.62
882037,1,1720.62,931.213
882039,1,1192.19,985.819
882099,1,478.458,1242.8
882100,1,1245.9,1288.37
882119,1,1046.65,1319.63
882147,1,687.798,1261.07
882254,1,1078.42,1072.3
882630,1,2768.47,1336.91
882651,1,123.433,1261.71
882765,1,1192.19,1021.07
882853,1,1093.41,1642.94
882866,1,1248.96,1503.16
883096,1,686,1086.79
883357,2,949.624,3006.32
883367,1,206.435,953.477
883368,1,1100.15,967.137
883489,1,697.93,972.529
883518,1,214.956,1358.68
883558,1,1406.85,1108.76
883651,1,2191.15,1405.9
884145,1,396.107,1129.13
884305,2,2964.42,1967.16
884490,1,1034.24,879.038
884528,1,123.148,1051.26
884560,1,1078.42,882.268
884609,2,1588.12,2813.82
884627,1,1192.19,1107.56
884885,1,1654.88,1182.03
884896,1,885.639,1291.57
884932,1,1034.24,921.867
885118,1,220.349,1164.9
885279,1,329.155,982.042
885387,1,1034.24,1220.56
885720,1,345.778,1264.61
885814,1,3830.81,1188.43
885983,1,1192.19,1090.84
886086,1,1165.58,857.506
886126,1,1099.28,961.799
886458,1,1446.35,814.124
886674,1,1964.33,961.593
886693,1,491.343,944.913
886766,1,1754.66,1174.99
886846,1,3851.42,1429.3
887025,1,567.495,1093.29
887035,1,1187,997.357
887177,1,1687.21,793.883
887186,1,1034.24,968.499
887321,1,664.276,927.153
887323,1,453.946,953.133
887344,1,220.891,950.254
887355,1,214.235,956.038
887427,1,516.1,1050.24
887435,1,1034.24,826.23
887456,1,1078.42,915.423
887651,1,1192.19,1065.13
887731,1,616.977,1036.54
887733,1,1034.24,953.477
887848,1,2397.6,999.874
888005,1,1192.19,1249.47
888246,1,1192.19,1150.5
888263,1,3474.69,1302.08
888304,1,1100.15,1057.29
888473,1,1192.19,1392.4
888665,1,1093.41,1247.34
888754,1,857.92,1230.26
888842,2,2384.38,2130.25
889171,1,164.778,913.089
889376,1,770.001,1283.69
889451,2,1533.38,2329.81
889779,1,1165.58,1037.42
889818,1,1288.14,1019.96
889930,1,1474.76,1149.52
890147,1,641.67,1229.28
890216,1,2464.39,958.901
890321,1,1078.42,1272.85
890470,1,1165.58,1703.19
890504,1,60.745,1068.15
890717,2,1196.26,1799.36
890852,1,1192.19,1382.54
890995,1,1165.58,1064.24
891196,1,812.437,1005.94
891311,1,1966.54,1227.32
891569,1,210.569,923.064
891723,1,1192.19,1285.36
891933,1,1152.16,978.702
891940,1,2111.22,1054.79
891961,1,202.992,1132.63
892170,1,1168.45,1118.74
892293,1,509.625,928.398
892341,1,1164.39,1094.73
892525,1,1034.24,1390.08
892528,1,1165.58,1481.43
892747,1,555.769,823.137
892787,1,1387.64,1381.97
892978,1,956.55,1010.07
893240,1,547.784,942.218
893436,1,798.201,904.62
893678,1,326.405,1095.32
893753,1,209.836,1221.73
893892,1,1765.06,1082.07
894089,1,941.342,1123.69
894221,1,1192.19,1602.42
894382,1,86.5848,1233.89
894536,1,1327.84,1080.15
894767,1,1078.42,1072.3
894974,1,329.494,962.05
895048,1,1118.72,1284
895227,1,3651.77,998.607
895355,1,1192.19,1225.25
895677,1,220.349,961.593
895756,3,3235.26,3790.77
895896,1,1093.41,1004.57
895960,1,832.101,998.611
896049,1,620.971,1081.47
896134,1,644.406,1360.65
896310,1,1034.24,1029.69
896491,1,2585.5,1353.85
896595,1,426.918,1010.84
896758,2,725.916,2128.59
896878,1,486.094,1100.01
897209,1,250.981,1018.38
897265,1,1619.71,1090.38
897267,1,934.575,983.007
897480,1,317.525,1067.24
897490,1,572.964,1474.98
897583,1,1034.24,1211.92
897890,1,1578.61,894.775
898195,1,856.421,1116.14
898295,1,1525.14,1213.77
898374,1,1093.41,1213.77
898477,1,215.73,1198.53
898548,1,969.136,939.643
898561,1,663.973,786.41
898625,1,688.581,1018.98
898910,1,794.773,870.386
899027,1,220.123,1167.03
899036,1,2423.79,1979.76
899064,1,5916.82,867.926
899118,1,943.441,1260.04
899248,1,185.796,1246.96
899311,1,405.211,1080.02
899359,2,1435.78,1806.03
899561,1,210.569,1065.13
899657,1,684.762,1319.74
900232,1,862.87,867.69
900432,1,1192.19,1109.55
900688,1,1067.19,1107.19
900811,1,1549.55,970.484
900952,1,3330.97,1285.25
900999,1,1351.14,1179.95
901028,1,164.12,1284.94
901227,1,210.052,1170.52
901231,1,212.922,1305.96
901593,1,444.072,1159.46
901735,1,1093.41,1010.83
901742,1,1034.24,1245.74
901838,1,1134.91,998.463
901852,1,430.988,966.347
902003,1,1093.41,1236.05
902403,1,998.014,1330.16
902413,2,3458.97,2017.54
902487,1,1165.58,1062.88
902531,1,1242.76,1113.7
902877,1,930.82,1293.06
903257,1,1078.42,1022.51
903383,1,221.48,886.164
903417,1,493.366,944.948
903500,1,1359.89,1228.43
903555,1,1164.39,1169.32
903569,1,1241.18,1065.13
903591,1,1599.59,1162.19
903865,1,436.239,1070.82
904004,1,1078.42,1122
904058,1,220.349,1164.9
904078,1,1520.8,1123.52
904180,1,1093.41,947.209
904514,1,805.095,954.999
904516,1,1046.87,981.759
904585,1,251.239,1308.79
904696,3,3710.44,3013.71
904987,1,4243.57,1121.18
905048,1,210.569,1065.13
905160,1,5990.78,1288.56
905324,1,380.49,883.172
905431,1,216.447,1006.07
905464,1,1420.94,1156.43
905652,1,1034.24,1035.49
905673,1,302.771,903.871
905754,1,1192.19,970.152
905791,1,288.607,1016.64
905883,1,1245.65,999.131
905955,1,1192.19,1565.45
906421,1,638.554,902.294
906498,1,1093.41,1159.97
906570,1,1543.45,1016.15
907020,1,588.029,911.489
907030,1,1034.24,1093.07
907159,1,646.039,904.62
907268,1,1071.81,1211.59
907331,1,997.079,762.245
907456,1,728.606,1103.73
907462,1,514.305,1305.96
907521,1,265.588,1116.08
907522,1,588.888,1132.07
907627,1,1093.41,905.138
907664,1,724.887,1149.21
907779,1,552.227,1183.28
907950,2,2925.18,1886.14
908100,1,1078.42,898.947
908342,1,427.435,1011.8
908425,1,7374.24,1211.92
908527,1,1847.23,983.243
908559,1,983.859,1258.22
908560,1,1192.19,1284.88
908916,1,1580.97,1157.38
908928,1,1192.19,1168.61
909024,1,1007.04,1040
909080,1,1369.54,1169.32
909104,1,898.014,1228.01
909251,1,1093.41,1147.23
909272,1,1165.58,907.497
909506,1,2017.87,958.481
909567,2,2324.66,2946.71
909732,1,196.01,1085.12
909769,1,610.622,1690.12
910136,1,317.525,997.53
910411,1,199.658,1023.34
910573,1,395.938,1043.02
910580,1,4516.28,1374.54
910584,1,620.971,1229.93
910852,1,82.5739,1169.78
910895,1,1078.42,842.833
911141,1,379.943,952.665
911172,1,1093.41,1000.49
911228,1,1364.31,1125.67
911600,1,209.836,1399.76
911658,1,1548.26,1211.92
911716,1,1231.04,999.636
911941,1,213.665,1173.56
912003,1,1254.23,1310.5
912033,1,1742.31,947.552
912318,1,379.943,997.506
912504,2,1733.28,1972.86
912543,1,165.148,884.337
912588,1,535.712,1322.02
912656,1,688.027,866.059
912804,1,1344.58,871.133
912818,1,986.94,987.438
912926,1,1169.53,902.598
912952,1,722.313,1123.62
912969,1,963.018,1014.51
913075,1,935.359,919.053
913155,1,1603.07,855.227
913161,1,1165.58,1205.89
913260,1,710.183,855.998
913486,1,521.867,953.477
913508,1,439.304,953.991
913852,1,1164.39,1305.96
914003,1,1078.42,1197.6
914163,1,309.652,1211.92
914231,1,1060.04,1238.08
914314,1,315.66,816.153
914427,1,1580.03,864.906
914447,1,1192.19,1373.03
914983,1,346.159,994.563
915289,1,151.776,907.672
915478,1,315.66,891.632
915524,1,610.601,1197.47
915557,1,2251.37,975.153
915870,1,1293.23,1246.96
916087,1,877.37,1159.3
916089,1,668.597,1190.63
916096,1,384.406,1164.9
916198,1,1601.35,1129.11
916237,1,372.408,1005
916299,1,1165.58,1164.9
916499,2,3023.49,1943.64
916508,1,569.224,1197.6
916543,1,1627.64,832.197
916544,1,1814.45,862.715
916550,1,396.158,1318.94
916597,1,1034.24,1064.89
916619,1,195.184,1057.15
916875,1,1034.24,1085.12
916895,1,294.961,1131.95
916919,1,210.274,837.547
916961,1,1129.13,864.844
917020,1,621.281,1215.91
917089,1,626.736,901.807
917368,1,1271.99,1283.97
917472,1,485.134,1025.56
917510,1,1078.42,869.055
917821,1,377.757,860.318
917865,1,1607.28,987.395
917867,1,268.51,946.561
918080,1,1042.72,1060.59
918090,1,1039.18,1411.48
918116,1,1441.54,1260.5
918146,1,1278.45,936.697
918150,1,1034.24,1616.26
918272,1,2902.21,1411.41
918328,1,1034.24,1355.12
918539,1,497.004,864.977
918738,1,1192.19,1190.99
918957,1,515.395,958.901
919038,1,1078.42,957.977
919048,1,1192.19,938.339
919153,1,1078.42,925.629
919179,1,1561.74,1208.92
919269,1,1165.58,912.664
919305,1,1078.42,815.038
919386,1,1064.29,984.727
919420,1,260.784,903.909
919594,1,272.236,1091.55
919614,1,1248.96,1066.81
919826,1,1379.43,1023.94
919847,1,1268.25,1775.75
920029,1,1740.13,880.466
920277,1,1093.41,1087.11
920671,1,388.455,925.41
920683,1,211.13,1019.97
920813,1,1093.41,1115.96
921485,1,1069.75,1100.01
921491,1,510.939,950.254
921529,1,1290.25,1126.93
921560,1,924.528,899.543
921786,1,347.521,1058.96
921817,1,1093.41,1212.85
921875,1,695.259,1127.24
922200,1,851.565,1126.93
922276,1,432.561,1094.73
922605,1,1003.05,896.47
922914,1,1661.15,1155.08
922982,1,1367.19,1211.92
923330,1,159.987,821.86
923528,1,1165.58,1043.1
923566,1,426.842,1353.76
923588,1,351.98,1034.86
923616,1,1682.03,1159.34
923744,1,964.836,1419.9
923797,1,1078.42,1047.66
924102,1,1192.19,1081.33
924113,1,10322,1037.67
924285,1,1652.19,912.957
924493,1,1283.18,1245.74
924521,1,1215.04,1030.22
924589,1,1165.58,1027.57
925078,1,378.528,1090.67
925239,1,1041.81,833.634
925360,1,839.179,1058.51
925620,1,252.882,912.36
925829,1,747.097,987.796
925832,1,551.277,1110.03
925838,1,680.223,1158.2
925898,1,1034.24,1283.69
925902,1,720.476,1397.05
926519,1,799.646,1081.49
926595,1,375.443,968.946
927138,1,1078.42,1050.33
927221,1,1058.91,1186.02
927261,1,315.66,892.773
927383,1,1165.58,1169.56
927733,1,3120.76,1059.99
927815,1,1292.82,1166.13
927944,1,1470.07,1531.06
928261,1,1164.39,1305.96
928548,1,209.836,972.525
928707,1,559.975,1077.94
928766,1,334.268,1050.31
929094,1,849.375,1469.92
929161,1,1192.19,850.987
929515,1,1594.14,1043.77
929600,1,1958.13,1400.98
929619,1,1654.76,1232.81
929621,1,692.522,1267.36
929759,3,681.335,4509.48
929911,2,2297.77,2438.69
930447,1,329.155,1138.21
930676,1,1657.71,1237.89
930686,1,1465.72,1284.94
930779,2,2331.17,2322.61
931028,1,1768.38,1373.39
931094,1,1108.36,975.153
931095,1,1192.19,995.818
931208,1,431.565,1027.93
931976,1,987.517,1392.2
932047,1,314.049,1079.07
932182,1,1034.24,983.278
932217,1,772.167,813.452
932473,1,1093.41,1085.85
932689,1,1723.12,960.557
932843,1,1078.42,896.457
932963,1,446.467,1159.81
932983,1,403.476,1213.79
933005,1,1510.03,1186.29
933092,1,1093.41,954.118
933146,1,3162.91,1217.52
933148,1,1652.35,1279.21
933571,1,589.424,927.343
933743,1,1165.58,1045.09
933880,1,259.773,1263.59
934016,1,1165.58,1160.18
934106,2,1848.62,2361.36
934280,1,1078.42,1493.5
934361,1,1078.42,1051.52
934531,2,3240.43,2307.49
934855,1,1165.58,1233.89
935283,1,2295.88,1346.63
935481,1,1165.58,954.726
935720,1,646.951,1061.55
935785,1,431.204,1022.93
935910,1,293.082,947.094
935939,1,2663.83,999.636
936438,1,1501.03,1382.54
936798,1,1970.94,1123.18
937195,1,5959.3,1305.96
937196,1,1165.58,1353.85
937697,1,594.263,1249.62
937878,1,210.569,1189.03
938132,2,1725.76,2635.92
938276,3,1716.46,4058.04
938381,1,1186.39,887.521
938478,1,1034.24,1188.43
938589,1,1192.19,1453.17
938608,1,1165.58,988.632
938622,1,985.725,780.7
938811,1,750.597,1095.14
938859,1,1093.41,1305.96
938976,1,1354.01,1471.97
938986,1,490.277,1042.1
939015,1,1278.68,1049.94
939153,1,449.842,906.192
939756,1,170.313,1189.59
939830,1,186.291,916.962
939904,1,206.435,1010.51
940005,1,1034.24,974.393
940026,1,872.826,964.2
940027,1,406.012,978.014
940057,1,1034.24,1093.07
940083,1,1243.01,1135.07
940241,1,1164.39,1488.96
940243,2,2497.92,3152.55
940267,1,5028.58,996.942
940427,2,2854.09,2888.37
940488,1,211.13,985.719
940520,1,1552.43,1494.46
940607,1,761.955,1019.06
940748,1,812.077,978.113
940942,1,1192.19,1355.75
941094,1,315.66,978.914
941333,1,1637.37,1137.45
941420,1,1492.86,1293.08
941427,1,282.148,946.242
941716,1,1178.19,825.192
941717,1,444.817,855.453
941729,1,617.801,1031.48
941765,1,2827.38,1575.1
941917,1,1254.9,869.737
941920,1,1034.24,877.61
941991,1,1739.26,1258.28
942138,1,1211.77,1091.27
942589,1,928.352,1712.52
942626,1,1034.24,1381.2
942875,1,560.375,785.761
942916,1,730.55,1016.14
943907,1,512.608,1168.18
944006,1,1021.11,1013.43
944134,1,2162.65,1134.88
944280,1,1135.55,1108.73
944329,1,1034.24,1472.4
944864,1,1034.24,775.303
945024,1,1805.66,885.889
945199,1,1164.39,1245.88
945239,1,209.836,1102.97
945271,1,1034.24,846.75
945567,1,122.891,1103.55
945624,1,888.99,1213.93
945830,1,1093.41,1393.1
946085,1,201.196,892.747
946130,1,517.132,932.447
946154,1,2234.22,1317.65
946214,1,162.051,879.962
946287,1,1192.19,873.5
946532,1,579.064,1057.72
946577,1,937.635,1108.48
946996,1,1270.25,987.178
947247,1,309.652,903.22
947284,1,266.997,883.004
947288,1,1681.5,1022.49
947458,1,311.669,1195.98
947466,1,1681.95,961.127
947923,1,338.212,938.667
948272,1,921.335,966.313
948329,1,1034.24,1191.22
948446,1,765.119,984.501
948476,2,2400.52,3285.89
948482,1,3755.01,1226.8
948626,1,518.325,957.977
948642,1,2670.79,1169.32
948646,1,1528.32,981.945
948928,1,664.507,882.554
949015,1,608.676,977.967
949111,1,1192.19,938.576
949362,1,299.338,1050.24
949488,1,1025.27,1144.26
949823,1,1078.42,1050.62
949935,1,1101.34,1239.74
950031,1,171.341,916.591
950170,1,410.549,928.243
950192,1,1078.42,967.137
950390,1,1815.54,1189.59
950617,1,833.174,940.099
950763,1,524.616,963.279
950860,1,1165.58,1391.17
950867,1,356.1,1020.1
951060,1,453.136,1503.16
951084,1,1192.19,1432.34
951086,1,438.457,1197.47
951328,1,1189.27,1425.13
951488,1,1290.97,1238.44
951648,1,2148.65,1355.12
951653,2,2583.02,1856.22
951719,1,314.049,1302.55
952274,1,76.3828,1255.14
952647,1,1367.49,1092.24
952734,1,1192.19,1023.01
952770,1,795.702,1001.43
952914,1,3960.55,998.524
952921,1,848.223,1120.32
952933,1,2042.08,1252.96
953146,1,1317.62,1060.18
953147,1,1396.25,1075.37
953737,1,237.503,1019.52
953901,1,1093.41,944.264
954085,1,1002.34,943.106
954115,1,1034.24,953.477
954395,1,1831.86,1100.66
954411,1,854.127,1213.77
954473,1,1034.24,853.991
954652,1,1078.42,1544.57
954706,1,436.011,1163.71
955053,1,1034.24,978.702
955157,1,396.562,844.09
955158,1,1093.41,855.487
955185,1,1192.19,1396.36
955236,1,228.11,990.062
955277,1,309.652,880.163
955360,1,577.811,931.567
955361,1,1078.42,944.913
955463,1,1165.58,951.653
955476,1,1547.34,902.85
955588,1,127.679,1134.88
956004,1,1078.42,992.04
956100,1,1192.19,1240.93
956259,1,1165.58,1018
956371,1,251.239,817.733
956406,1,1853.86,978.914
956408,1,333.16,992.79
956498,1,811.773,1227.32
956561,1,1604.04,932.438
956580,1,1192.19,1183.2
956620,1,1350.73,990.344
956652,1,1736.28,863.736
956784,1,1594.35,1177.88
956901,1,1731.27,1690.12
957003,1,1109.61,966.472
957018,1,107.107,965.847
957546,1,839.167,974.287
957628,1,1205.62,1490.49
957756,1,1165.58,1159.02
957802,1,728.741,933.112
958029,1,211.13,1114.07
958102,1,179.162,999.69
958109,1,251.239,917.934
958343,1,785.528,1003
958726,1,516.1,990.675
958967,1,1021.7,1126.72
959170,1,1192.19,1128.69
959288,1,1165.58,1016.7
959293,2,1987.75,2498.93
959349,1,1086.08,1139.1
959619,1,1165.58,1257.87
959636,1,1242.01,1173.66
959645,1,1093.41,1177.88
959933,1,722.17,802.625
960105,1,1645.8,1133.38
960297,1,663.927,1094.73
960543,1,537.384,1016.14
960897,1,1192.19,1027.7
961109,1,2171.44,1411.04
961117,1,1164.39,953.133
961220,1,501.796,992.723
961221,1,1152.57,1006.13
961323,1,709.741,1056.77
961343,1,80.9332,1065.03
961466,2,2792.29,2765.08
961510,1,710.471,1258.28
961534,1,853.835,1036.75
961538,1,1034.5,1355.12
961627,1,209.836,878.499
961961,2,2628.79,2749.08
961989,1,302.771,838.948
962017,1,210.569,1003.82
962019,1,2317.46,1305.96
962028,1,1886.98,929.345
962053,1,1177.42,894.918
962066,1,1188.01,1211.92
962105,1,213.665,938.451
962438,1,1165.58,1134.02
962507,1,1495.3,994.563
962525,1,211.13,838.145
962655,1,1137.58,1177.88
962799,1,295.109,844.481
962845,1,390.625,1569.17
962953,1,1609.97,1043.02
963038,1,1034.24,870.386
963233,1,2060.22,1229.93
963392,1,2419.83,1225.58
963866,2,2137.54,2235.59
963883,1,579.94,911.672
964015,1,165.592,1123.05
964069,1,250.717,856.58
964260,1,1484.12,995.282
964508,1,249.592,964.97
964524,1,1119.36,1054.94
964771,1,1078.42,1132.01
965124,1,378.631,1115.53
965205,1,1192.19,1189.59
965261,1,1165.58,1444.18
965464,1,1094.54,1086.53
965534,1,1529.5,1230.26
965651,1,925.749,980.195
965780,1,1078.42,1246.61
965873,1,1093.41,953.56
965994,1,1093.41,1205.31
966149,1,1192.19,1160.35
966196,1,805.963,992.639
966422,1,1241.18,1029.52
966621,1,2248.8,1444.18
966689,1,453.617,1007.26
966821,1,817.068,996.942
966843,1,1192.19,1126.93
967050,1,505.5,1123.69
967065,1,1192.19,1266.26
967320,1,1655.92,1079.33
967321,1,1093.41,1065.71
967417,1,1097.74,1238.57
967709,1,1542.36,1054.73
967729,1,1093.41,1478.74
968051,1,4493.91,1214.52
968275,1,1038.93,1148.58
968368,2,1772.03,2569.88
968419,1,1164.39,1088.75
968470,1,1192.19,1150.96
968478,1,740.481,1020.56
968660,1,1165.58,880.53
968779,1,876.201,1102.84
968810,2,1464.54,1792.94
968926,1,683.299,1213.34
968984,1,1085.61,1322.33
969061,2,2532.8,2209.59
969081,1,1009.08,1065.63
969107,1,1435.75,994.268
969108,2,3420.91,2017.02
969111,1,2435.56,1082.07
969175,1,1672.16,1126.93
969376,1,653.055,1071.38
969475,1,7015.51,951.48
969690,1,220.349,1311.5
969826,1,303.82,1197.37
969907,1,1165.58,1019.06
969911,1,309.652,1067.51
969914,1,599.628,1137.67
969921,1,933.687,1164.51
969987,1,1035.99,916.031
970081,1,1242.33,1103.85
970090,3,8948.79,4835.88
970111,1,92.6702,1444.18
970251,1,537.161,996.962
970622,1,1078.42,1154.2
970944,1,734.681,959.114
971141,1,1770.87,1065.97
971265,1,1192.19,1158.93
971457,1,1616.59,1130.54
971614,1,1192.19,1474.79
971684,1,1428.08,1056.25
971799,1,1078.42,967.137
971832,1,998.902,1155.61
971973,1,671.052,1043.77
971978,1,2493.87,1151.9
972070,2,2286.36,2623
972162,1,1165.58,1228.43
972195,1,313.019,933.569
972231,1,1034.24,1244.64
972452,1,209.836,991.106
972609,1,1093.41,970.389
972737,1,1165.58,1107.96
972971,1,1576.51,1010.17
973135,1,313.726,1166.48
973149,1,1174.93,996.875
973313,1,1093.41,1036.29
973336,1,1752.75,918.392
973439,1,1191.86,1134.26
973456,1,856.94,985.162
973556,1,1508.19,1146.57
973708,1,1165.58,1368.06
973769,1,438.82,795.117
973802,1,376.753,957.425
973874,1,864.767,1129.86
974083,1,1280.59,1064.09
974093,1,1192.19,1126.93
974203,1,657.621,1425.49
974273,1,1078.42,844.914
974491,1,522.345,949.49
974782,1,1078.42,1077.85
974915,1,1192.19,1439.66
975038,1,1165.58,1291.57
975048,1,1483.01,806.437
975182,1,1093.41,1280.65
975233,1,1192.19,1172.82
975429,1,1168.45,1237.89
975557,1,1195.9,1372.84
975602,1,1093.41,964.97
975879,1,922.118,1013.27
975937,1,286.931,810.181
975984,1,1192.19,1066.72
976162,1,617.166,973.331
976189,1,604.312,1329.06
976326,1,1093.41,935.799
976340,1,1067.15,1285.36
976441,1,1607.49,916.365
976481,1,1619.98,1374.54
976544,1,467.47,937.254
976657,1,751.78,1119.14
976824,1,1424.44,982.979
976881,1,1034.24,1107.19
976896,1,1093.41,1213.77
976910,1,993.472,1040.65
976912,1,1034.24,1270.36
976969,1,316.431,904.62
977159,2,4595.41,3309.81
977345,1,505.056,1034.13
977896,1,766.187,1327.61
978058,1,1078.42,1304.3
978148,1,904.049,1259.74
978189,1,211.13,1136.73
978321,1,6515.07,1063.96
978508,1,511.215,953.477
978942,1,760.235,1094.56
978987,1,952.445,992.723
979010,1,3621.53,1266.55
979163,1,2787.9,1356.7
979212,1,1192.19,906.536
979486,1,169.895,1703.19
979721,1,816.37,1494.46
979832,1,1034.24,1688.33
979834,1,5077.27,1735.64
979927,1,115.317,967.579
980046,1,210.052,1614.74
980087,1,1213.84,1137.45
980095,1,1165.58,1257.33
980289,1,1078.42,867.905
980741,1,1033.87,879.962
980811,1,1736.6,993.902
980820,1,1093.41,1221.73
980972,1,5319.83,1119.9
981039,1,539.414,920.45
981197,1,912.351,953.533
981297,1,451.204,953.477
981482,1,387.075,947.245
981739,1,1232.5,1100.01
981941,1,1093.41,1180.58
982515,1,1165.58,1353.85
982559,1,1093.41,1181.87
982615,1,329.272,1158.93
982968,1,1448.45,1498.81
983164,1,660.018,1086.53
983648,1,1078.42,820.749
983674,1,1863.43,1399.76
